Customer Id,Customer_Name,Customer Segment,Total_Sales,Total_Profit,Order_Count,Cluster,Customer_Value_Tier
112,Mary Daniels,Consumer,3184.6800000000003,671.4300000000001,15,2,Tier 1: Champions (High Value)
113,Patricia Smith,Consumer,1658.75,473.69,9,3,Tier 2: Core Accounts (Stable Value)
114,Alice Warner,Home Office,2904.73,319.65999999999997,12,3,Tier 2: Core Accounts (Stable Value)
115,Mary Smith,Consumer,1079.92,269.86,4,1,Tier 3: Low Margin/Volume Drivers
116,John Hill,Home Office,324.95,-51.45,3,1,Tier 3: Low Margin/Volume Drivers
117,Mary Smith,Consumer,119.98,47.93,1,1,Tier 3: Low Margin/Volume Drivers
118,Katherine Olson,Consumer,2699.51,-378.66999999999996,15,0,Tier 4: Value Eroding / High Risk
119,Mary Rosario,Consumer,3439.7400000000002,621.47,18,2,Tier 1: Champions (High Value)
120,Nancy Smith,Consumer,2079.58,97.23000000000002,14,3,Tier 2: Core Accounts (Stable Value)
121,Mary Yoder,Corporate,809.85,294.77,5,1,Tier 3: Low Margin/Volume Drivers
122,Karen Smith,Consumer,1286.81,152.81,8,1,Tier 3: Low Margin/Volume Drivers
123,Mary Mann,Corporate,6389.320000000001,1047.29,33,2,Tier 1: Champions (High Value)
124,Judy Smith,Consumer,2789.79,682.35,14,3,Tier 2: Core Accounts (Stable Value)
125,Mary Gallagher,Consumer,1448.7,429.9,9,3,Tier 2: Core Accounts (Stable Value)
126,Austin Smith,Home Office,2569.71,295.79,13,3,Tier 2: Core Accounts (Stable Value)
127,Mary Martin,Home Office,1459.73,244.29000000000002,9,3,Tier 2: Core Accounts (Stable Value)
128,Rose Lopez,Consumer,449.89,62.05,2,1,Tier 3: Low Margin/Volume Drivers
129,Crystal Smith,Home Office,2877.7200000000003,918.3299999999999,11,2,Tier 1: Champions (High Value)
130,Mary Holland,Home Office,779.95,294.66,4,1,Tier 3: Low Margin/Volume Drivers
131,Brenda Cline,Consumer,1623.71,277.91,11,3,Tier 2: Core Accounts (Stable Value)
132,Eric Smith,Corporate,1479.8200000000002,360.92,8,3,Tier 2: Core Accounts (Stable Value)
133,Mary Lopez,Consumer,1759.72,-199.0,12,0,Tier 4: Value Eroding / High Risk
134,Donna Gomez,Consumer,2425.71,401.8,11,3,Tier 2: Core Accounts (Stable Value)
135,Mary Smith,Consumer,299.98,-60.0,1,1,Tier 3: Low Margin/Volume Drivers
136,Ryan Griffin,Corporate,1614.83,188.98,9,3,Tier 2: Core Accounts (Stable Value)
137,Jonathan Perkins,Consumer,2849.62,-200.24,17,0,Tier 4: Value Eroding / High Risk
138,Mary Dawson,Consumer,2419.8,-69.36000000000001,12,0,Tier 4: Value Eroding / High Risk
139,Daniel Maxwell,Home Office,3589.59,500.57000000000005,17,3,Tier 2: Core Accounts (Stable Value)
140,Amanda Smith,Corporate,4699.43,520.26,22,2,Tier 1: Champions (High Value)
141,Mary Mcmahon,Consumer,3979.59,-312.69999999999993,20,0,Tier 4: Value Eroding / High Risk
142,Heather Smith,Consumer,5625.47,-1189.73,23,0,Tier 4: Value Eroding / High Risk
143,Mary Byrd,Corporate,749.89,187.03,3,1,Tier 3: Low Margin/Volume Drivers
144,David Smith,Corporate,979.95,353.79,6,3,Tier 2: Core Accounts (Stable Value)
145,Joan Walters,Consumer,2445.66,715.5799999999999,15,3,Tier 2: Core Accounts (Stable Value)
146,Amber Mercado,Home Office,2329.6400000000003,723.54,13,3,Tier 2: Core Accounts (Stable Value)
147,Mary Smith,Home Office,249.9,116.33,1,1,Tier 3: Low Margin/Volume Drivers
148,Stephanie Richards,Consumer,2009.73,195.56,9,3,Tier 2: Core Accounts (Stable Value)
149,Shirley Mcclain,Home Office,3249.73,-33.11999999999999,14,0,Tier 4: Value Eroding / High Risk
150,Mary Smith,Corporate,2629.77,745.9300000000001,14,3,Tier 2: Core Accounts (Stable Value)
151,Lisa Shaw,Consumer,2525.79,524.84,12,3,Tier 2: Core Accounts (Stable Value)
152,Mary Smith,Consumer,1709.71,454.03000000000003,7,3,Tier 2: Core Accounts (Stable Value)
153,Andrew Marshall,Home Office,1269.9,185.57999999999998,6,1,Tier 3: Low Margin/Volume Drivers
154,Emily May,Corporate,6889.360000000001,1363.5,30,2,Tier 1: Champions (High Value)
155,Brittany Juarez,Consumer,2389.73,-350.85999999999996,13,0,Tier 4: Value Eroding / High Risk
156,Mary Smith,Consumer,1939.79,642.35,8,3,Tier 2: Core Accounts (Stable Value)
157,Catherine Chan,Corporate,2206.83,471.41,13,3,Tier 2: Core Accounts (Stable Value)
158,Mary Smith,Corporate,729.9,72.06,5,1,Tier 3: Low Margin/Volume Drivers
159,John Love,Corporate,1289.88,267.42,8,3,Tier 2: Core Accounts (Stable Value)
160,Ashley Smith,Home Office,1259.8899999999999,247.69,7,1,Tier 3: Low Margin/Volume Drivers
161,Mary Smith,Corporate,2569.7,280.79999999999995,17,3,Tier 2: Core Accounts (Stable Value)
162,John Garcia,Corporate,1619.79,339.88,8,3,Tier 2: Core Accounts (Stable Value)
163,Austin Diaz,Consumer,889.84,-272.93,3,1,Tier 3: Low Margin/Volume Drivers
164,Mary Carlson,Consumer,2594.69,-81.88999999999999,13,0,Tier 4: Value Eroding / High Risk
165,Joseph Ewing,Consumer,4089.54,1070.46,18,2,Tier 1: Champions (High Value)
166,Steven Smith,Consumer,864.91,240.0,6,1,Tier 3: Low Margin/Volume Drivers
167,Stephanie Rodriguez,Corporate,329.98,66.13,2,1,Tier 3: Low Margin/Volume Drivers
168,Eric Morris,Consumer,3229.71,-1220.42,15,0,Tier 4: Value Eroding / High Risk
169,Debra Mccarthy,Corporate,2809.8500000000004,523.21,11,3,Tier 2: Core Accounts (Stable Value)
170,Mary Smith,Corporate,1974.7900000000002,245.35,12,3,Tier 2: Core Accounts (Stable Value)
171,Evelyn Potter,Consumer,1329.8400000000001,2.8500000000000085,8,1,Tier 3: Low Margin/Volume Drivers
172,Lauren Rush,Home Office,4739.44,476.71,20,2,Tier 1: Champions (High Value)
173,Jose Smith,Consumer,5149.37,309.34000000000003,28,2,Tier 1: Champions (High Value)
174,Mary Perez,Home Office,5154.400000000001,-4.019999999999953,28,0,Tier 4: Value Eroding / High Risk
175,Ronald Guzman,Home Office,4444.570000000001,225.85000000000002,19,3,Tier 2: Core Accounts (Stable Value)
176,Amy Smith,Corporate,2379.59,451.01,12,3,Tier 2: Core Accounts (Stable Value)
177,Mary Melendez,Consumer,599.97,102.92,2,1,Tier 3: Low Margin/Volume Drivers
179,Mary Rodgers,Consumer,1919.85,419.87,7,3,Tier 2: Core Accounts (Stable Value)
180,Juan Smith,Corporate,3119.54,624.39,16,3,Tier 2: Core Accounts (Stable Value)
181,Mary Jones,Home Office,3536.44,-83.53000000000003,22,0,Tier 4: Value Eroding / High Risk
182,James Ortiz,Consumer,3608.58,-108.26000000000002,19,0,Tier 4: Value Eroding / High Risk
183,Wayne Smith,Consumer,689.87,39.209999999999994,5,1,Tier 3: Low Margin/Volume Drivers
184,Mary Boyd,Consumer,2319.7200000000003,65.19999999999999,11,3,Tier 2: Core Accounts (Stable Value)
185,Deborah Smith,Consumer,1739.76,-136.03,10,1,Tier 3: Low Margin/Volume Drivers
186,Diane Jones,Home Office,1329.91,229.26999999999998,8,3,Tier 2: Core Accounts (Stable Value)
187,Mildred Herrera,Consumer,4039.61,544.13,20,2,Tier 1: Champions (High Value)
188,Mary Smith,Consumer,2709.64,405.42,14,3,Tier 2: Core Accounts (Stable Value)
189,Angela Peterson,Corporate,1909.8200000000002,547.16,8,3,Tier 2: Core Accounts (Stable Value)
190,Mary Hayes,Corporate,3863.51,575.72,20,2,Tier 1: Champions (High Value)
191,Victoria Smith,Home Office,3389.62,-307.86,18,0,Tier 4: Value Eroding / High Risk
192,Mary Hall,Home Office,4994.43,756.7500000000001,25,2,Tier 1: Champions (High Value)
193,Melissa Flores,Corporate,819.87,95.18,6,1,Tier 3: Low Margin/Volume Drivers
194,Mary Bates,Consumer,5851.28,1086.99,26,2,Tier 1: Champions (High Value)
195,Richard Smith,Corporate,1335.8200000000002,271.12,6,3,Tier 2: Core Accounts (Stable Value)
196,Thomas Watson,Home Office,3204.42,709.5,16,2,Tier 1: Champions (High Value)
197,Ruth Smith,Consumer,6273.39,658.29,32,2,Tier 1: Champions (High Value)
198,Mary Joseph,Home Office,2464.67,-282.24999999999994,13,0,Tier 4: Value Eroding / High Risk
199,Cynthia Horn,Home Office,3624.4500000000003,807.82,17,2,Tier 1: Champions (High Value)
200,Keith Smith,Consumer,1363.75,230.54999999999998,7,3,Tier 2: Core Accounts (Stable Value)
201,Mary Grimes,Consumer,169.97,27.37,2,1,Tier 3: Low Margin/Volume Drivers
202,Sharon Smith,Home Office,1885.71,458.36,12,3,Tier 2: Core Accounts (Stable Value)
203,Madison Blankenship,Home Office,4419.66,1101.6000000000001,23,2,Tier 1: Champions (High Value)
204,Mary Smith,Consumer,2006.77,307.79,13,3,Tier 2: Core Accounts (Stable Value)
205,Ryan Garcia,Corporate,3984.53,471.21,19,2,Tier 1: Champions (High Value)
206,Mary West,Consumer,3549.67,907.8,15,2,Tier 1: Champions (High Value)
207,Jose Powers,Corporate,4533.5,607.71,24,2,Tier 1: Champions (High Value)
208,Mary Smith,Home Office,1404.9,-3.25,7,1,Tier 3: Low Margin/Volume Drivers
209,Thomas Moore,Consumer,2269.69,91.58,12,3,Tier 2: Core Accounts (Stable Value)
210,Jonathan Burns,Corporate,3413.55,-548.6,20,0,Tier 4: Value Eroding / High Risk
211,Mary Smith,Corporate,1419.78,-376.46000000000004,7,0,Tier 4: Value Eroding / High Risk
212,Roger Johnson,Consumer,1049.95,316.33000000000004,6,1,Tier 3: Low Margin/Volume Drivers
213,Mary Mclaughlin,Corporate,2659.67,566.12,14,3,Tier 2: Core Accounts (Stable Value)
214,Lauren Booth,Home Office,3132.61,565.1800000000001,20,3,Tier 2: Core Accounts (Stable Value)
215,Mary Smith,Home Office,3618.65,758.11,19,2,Tier 1: Champions (High Value)
216,Martha Davis,Home Office,2409.71,544.54,11,3,Tier 2: Core Accounts (Stable Value)
217,Mary Hughes,Corporate,2059.83,366.74,10,3,Tier 2: Core Accounts (Stable Value)
218,Charles Tyler,Consumer,2549.86,493.09000000000003,13,3,Tier 2: Core Accounts (Stable Value)
220,Janet Smith,Consumer,1349.81,223.4,9,3,Tier 2: Core Accounts (Stable Value)
221,Mary Cox,Consumer,5698.5,1254.83,30,2,Tier 1: Champions (High Value)
222,Frank Ruiz,Corporate,4094.7400000000002,128.37,22,3,Tier 2: Core Accounts (Stable Value)
223,Ralph Smith,Home Office,3583.5600000000004,-2.1200000000000045,18,0,Tier 4: Value Eroding / High Risk
224,Mary Hernandez,Corporate,4341.59,888.88,22,2,Tier 1: Champions (High Value)
225,Megan Watson,Corporate,3577.63,-554.4,18,0,Tier 4: Value Eroding / High Risk
226,Rose Sanders,Consumer,2199.75,53.2,13,3,Tier 2: Core Accounts (Stable Value)
227,Mary Smith,Home Office,1509.8700000000001,348.36,8,3,Tier 2: Core Accounts (Stable Value)
228,Jessica Clark,Consumer,3139.82,144.47999999999996,12,3,Tier 2: Core Accounts (Stable Value)
229,Mary Garrett,Consumer,3419.58,810.1800000000001,15,2,Tier 1: Champions (High Value)
230,Kimberly Smith,Consumer,6648.42,508.87,25,2,Tier 1: Champions (High Value)
231,Mary Conner,Consumer,1699.8200000000002,158.31,9,3,Tier 2: Core Accounts (Stable Value)
232,Gloria Bean,Corporate,2519.85,659.09,12,3,Tier 2: Core Accounts (Stable Value)
233,Hannah Smith,Corporate,3689.69,823.97,14,2,Tier 1: Champions (High Value)
234,Mary Giles,Consumer,2024.77,528.3000000000001,11,3,Tier 2: Core Accounts (Stable Value)
235,David Smith,Consumer,1619.77,-79.21000000000001,8,1,Tier 3: Low Margin/Volume Drivers
236,Ashley Clark,Home Office,3779.64,-611.25,15,0,Tier 4: Value Eroding / High Risk
237,Mary Smith,Consumer,969.9100000000001,-172.35000000000002,4,1,Tier 3: Low Margin/Volume Drivers
238,Charles Turner,Corporate,5756.34,775.91,27,2,Tier 1: Champions (High Value)
239,Mary Simpson,Corporate,1539.8500000000001,462.52,11,3,Tier 2: Core Accounts (Stable Value)
240,David Smith,Consumer,991.87,86.05,7,1,Tier 3: Low Margin/Volume Drivers
241,Janet Carter,Corporate,5352.38,679.96,26,2,Tier 1: Champions (High Value)
242,Mary Stein,Corporate,4109.6900000000005,-111.40999999999997,15,0,Tier 4: Value Eroding / High Risk
243,Deborah Smith,Consumer,2549.61,593.21,14,3,Tier 2: Core Accounts (Stable Value)
244,Mary Hutchinson,Home Office,2804.64,21.52000000000001,13,3,Tier 2: Core Accounts (Stable Value)
245,Deborah Smith,Consumer,5202.360000000001,934.39,25,2,Tier 1: Champions (High Value)
246,Mary Wood,Consumer,1719.82,-38.49,8,1,Tier 3: Low Margin/Volume Drivers
247,Angela Smith,Consumer,4834.49,1079.35,21,2,Tier 1: Champions (High Value)
248,Christina Walsh,Corporate,3039.57,-249.69,14,0,Tier 4: Value Eroding / High Risk
249,Mary Randolph,Consumer,2069.73,-486.18,9,0,Tier 4: Value Eroding / High Risk
250,Julie Smith,Consumer,1619.83,377.15,9,3,Tier 2: Core Accounts (Stable Value)
251,Kelly Adams,Corporate,1601.92,383.51,9,3,Tier 2: Core Accounts (Stable Value)
252,Mary Frazier,Corporate,4694.64,810.28,21,2,Tier 1: Champions (High Value)
253,Nancy Smith,Consumer,309.89,-143.44,2,1,Tier 3: Low Margin/Volume Drivers
254,Diana Hale,Consumer,4939.4400000000005,1208.45,23,2,Tier 1: Champions (High Value)
255,Mary Smith,Corporate,3355.63,-265.96000000000004,16,0,Tier 4: Value Eroding / High Risk
256,David Rodriguez,Consumer,4169.4800000000005,1071.67,22,2,Tier 1: Champions (High Value)
257,Mary Harrison,Consumer,3809.46,1047.3,17,2,Tier 1: Champions (High Value)
258,Aaron Kennedy,Corporate,3409.61,213.11,17,3,Tier 2: Core Accounts (Stable Value)
259,Mary Bates,Consumer,4617.57,230.16,25,3,Tier 2: Core Accounts (Stable Value)
260,Kenneth Smith,Corporate,2479.82,116.53999999999995,10,3,Tier 2: Core Accounts (Stable Value)
261,Mary Parker,Corporate,1799.8600000000001,276.8,7,3,Tier 2: Core Accounts (Stable Value)
262,Mary Morgan,Home Office,2209.82,-817.6800000000001,13,0,Tier 4: Value Eroding / High Risk
263,Margaret Bradley,Consumer,687.97,247.71,3,1,Tier 3: Low Margin/Volume Drivers
264,Mary Smith,Corporate,2089.7799999999997,471.55,10,3,Tier 2: Core Accounts (Stable Value)
265,Michelle Solis,Home Office,1529.88,436.15999999999997,7,3,Tier 2: Core Accounts (Stable Value)
266,Mary Knapp,Corporate,2854.62,706.27,17,3,Tier 2: Core Accounts (Stable Value)
267,Richard Smith,Consumer,1479.8300000000002,300.45,10,3,Tier 2: Core Accounts (Stable Value)
268,Mary Miller,Home Office,1881.85,413.23,10,3,Tier 2: Core Accounts (Stable Value)
269,Jeffrey Simon,Consumer,1479.8300000000002,-969.6,5,0,Tier 4: Value Eroding / High Risk
270,Janet Smith,Consumer,4069.59,605.49,17,2,Tier 1: Champions (High Value)
271,Justin White,Corporate,2929.61,5.210000000000005,14,3,Tier 2: Core Accounts (Stable Value)
272,Mary Long,Corporate,4449.59,1435.41,25,2,Tier 1: Champions (High Value)
273,Benjamin Smith,Corporate,2269.76,221.43,11,3,Tier 2: Core Accounts (Stable Value)
274,Mary Moyer,Consumer,1619.88,154.18,8,3,Tier 2: Core Accounts (Stable Value)
275,Robert Smith,Consumer,3649.76,616.9300000000001,16,2,Tier 1: Champions (High Value)
276,Christina Wright,Corporate,3297.55,8.72999999999999,20,3,Tier 2: Core Accounts (Stable Value)
277,Roger Hunt,Corporate,3447.7000000000003,810.28,18,2,Tier 1: Champions (High Value)
278,Mary Graves,Consumer,759.9300000000001,285.63,4,1,Tier 3: Low Margin/Volume Drivers
279,Anna Smith,Consumer,1434.91,83.9,9,1,Tier 3: Low Margin/Volume Drivers
280,Mary Ortiz,Corporate,2839.64,412.59000000000003,11,3,Tier 2: Core Accounts (Stable Value)
281,Stephanie Smith,Corporate,1549.76,389.6,8,3,Tier 2: Core Accounts (Stable Value)
282,Zachary Pugh,Home Office,1689.77,87.39,12,1,Tier 3: Low Margin/Volume Drivers
283,Mary Smith,Consumer,3679.7,698.12,17,2,Tier 1: Champions (High Value)
284,John Harrington,Consumer,2654.63,475.79,12,3,Tier 2: Core Accounts (Stable Value)
285,Shirley Smith,Consumer,3859.6,-72.21000000000001,19,0,Tier 4: Value Eroding / High Risk
286,Mary Baker,Corporate,4119.4400000000005,738.5,19,2,Tier 1: Champions (High Value)
287,Andrew Salazar,Consumer,3059.67,529.4100000000001,15,3,Tier 2: Core Accounts (Stable Value)
288,Judith Smith,Consumer,3454.59,451.27,16,3,Tier 2: Core Accounts (Stable Value)
